
   INFO  Server running on [http://10.255.1.41:8001].  

  Press Ctrl+C to stop the server
  2026-01-09 10:53:23 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-09 10:53:23 /assets/images/logo.png ...................... ~ 0.37ms
  2026-01-09 10:53:23 /favicon.ico ................................. ~ 0.31ms
  2026-01-09 10:53:24 /dashboard/new_users ............................. ~ 1s
  2026-01-09 10:53:26 /assets/css/app.css .......................... ~ 0.32ms
  2026-01-09 10:53:26 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-09 10:53:26 /favicon.ico ................................. ~ 0.38ms
  2026-01-09 10:53:29 /dashboard/inactive_users/date ............... ~ 0.55ms
  2026-01-09 10:53:29 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-09 10:53:29 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-09 10:53:29 /favicon.ico ................................. ~ 0.31ms
  2026-01-09 10:53:30 /dashboard/inactive_users ........................ ~ 1s
  2026-01-09 10:53:32 /assets/css/app.css .......................... ~ 0.30ms
  2026-01-09 10:53:32 /assets/images/logo.png ...................... ~ 0.29ms
  2026-01-09 10:53:32 /favicon.ico ................................. ~ 0.34ms
  2026-01-09 10:53:34 /dashboard/payments/date ................... ~ 500.86ms
  2026-01-09 10:53:34 /assets/css/app.css .......................... ~ 0.32ms
  2026-01-09 10:53:34 /assets/images/logo.png ...................... ~ 0.31ms
  2026-01-09 10:53:34 /favicon.ico ................................. ~ 0.31ms
  2026-01-09 10:53:36 /dashboard/payments .............................. ~ 1s
  2026-01-09 10:53:37 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-09 10:53:37 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-09 10:53:37 /favicon.ico ................................. ~ 0.27ms
  2026-01-09 10:53:44 /favicon.ico ................................. ~ 0.53ms
  2026-01-09 16:43:51 /dashboard/payments/date ................... ~ 501.01ms
  2026-01-09 16:44:13 /logn ........................................ ~ 0.56ms
  2026-01-09 16:44:15 /login ..................................... ~ 501.45ms
  2026-01-09 16:44:16 /assets/css/app.css .......................... ~ 0.58ms
  2026-01-09 16:44:16 /assets/images/logo.png ...................... ~ 0.42ms
  2026-01-09 16:44:17 /login ..................................... ~ 501.01ms
  2026-01-09 16:44:18 /dashboard ....................................... ~ 5s
  2026-01-09 16:44:23 /assets/css/app.css .......................... ~ 0.37ms
  2026-01-09 16:44:23 /assets/images/logo.png ...................... ~ 0.20ms
  2026-01-09 16:44:29 /dashboard/inactive_users/date ............... ~ 0.54ms
  2026-01-09 16:44:30 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-09 16:44:30 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-09 16:44:31 /dashboard/inactive_users ........................ ~ 1s
  2026-01-09 16:44:33 /assets/css/app.css .......................... ~ 0.30ms
  2026-01-09 16:44:33 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-09 16:46:14 /dashboard/payments/date ..................... ~ 0.47ms
  2026-01-09 16:46:14 /assets/css/app.css .......................... ~ 0.49ms
  2026-01-09 16:46:14 /assets/images/logo.png ...................... ~ 0.60ms
  2026-01-09 16:46:15 /dashboard/payments .............................. ~ 1s
  2026-01-09 16:46:16 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-09 16:46:16 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-09 16:46:19 /dashboard/payments/date ..................... ~ 0.84ms
  2026-01-09 16:46:19 /assets/css/app.css ........................ ~ 501.00ms
  2026-01-09 16:46:19 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-09 16:46:21 /dashboard/payments .............................. ~ 1s
  2026-01-09 16:46:22 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-09 16:46:22 /assets/images/logo.png ...................... ~ 0.39ms
  2026-01-09 16:46:44 /dashboard ....................................... ~ 5s
  2026-01-09 16:46:48 /dashboard ....................................... ~ 4s
  2026-01-09 16:46:48 .................................................. ~ 4s
  2026-01-09 16:46:53 /assets/css/app.css .......................... ~ 0.21ms
  2026-01-09 16:46:53 /assets/images/logo.png ...................... ~ 0.21ms
  2026-01-09 17:05:42 /dashboard ....................................... ~ 5s
  2026-01-11 20:06:45 ................................................. ~ 18s
  2026-01-12 11:22:32 / ............................................ ~ 0.57ms
  2026-01-12 11:22:32 /dashboard ....................................... ~ 1s
  2026-01-12 11:22:33 /login ....................................... ~ 0.29ms
  2026-01-12 11:22:34 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-12 11:22:34 /assets/images/logo.png ...................... ~ 0.19ms
  2026-01-12 11:23:06 /login ........................................... ~ 1s
  2026-01-12 11:23:07 /dashboard ....................................... ~ 5s
  2026-01-12 11:23:13 /assets/css/app.css .......................... ~ 0.49ms
  2026-01-12 11:23:13 /assets/images/logo.png ...................... ~ 0.31ms
  2026-01-12 11:23:17 /dashboard/payments/date ................... ~ 500.95ms
  2026-01-12 11:23:18 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-12 11:23:18 /assets/images/logo.png ...................... ~ 0.37ms
  2026-01-12 11:23:32 /dashboard/payments .............................. ~ 1s
  2026-01-12 11:23:33 /assets/css/app.css .......................... ~ 0.32ms
  2026-01-12 11:23:33 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-12 11:23:34 / ............................................ ~ 0.49ms
  2026-01-12 11:23:34 /dashboard .................................. ~ 32.72ms
  2026-01-12 11:23:34 /login ..................................... ~ 500.76ms
  2026-01-12 11:23:34 /assets/css/app.css .......................... ~ 0.38ms
  2026-01-12 11:23:34 /assets/images/logo.png ..................... ~ 16.34ms
  2026-01-12 11:23:34 /favicon.ico ................................. ~ 0.40ms
  2026-01-12 11:23:46 /login ..................................... ~ 500.87ms
  2026-01-12 11:23:46 /dashboard ....................................... ~ 4s
  2026-01-12 11:23:51 /assets/images/logo.png ...................... ~ 0.37ms
  2026-01-12 11:23:51 /assets/css/app.css ......................... ~ 12.19ms
  2026-01-12 11:23:51 /favicon.ico ................................. ~ 0.23ms
  2026-01-12 11:24:03 /dashboard/inactive_users/date ............. ~ 501.06ms
  2026-01-12 11:24:04 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-12 11:24:04 /assets/images/logo.png ...................... ~ 0.33ms
  2026-01-12 11:24:04 /favicon.ico ................................. ~ 0.33ms
  2026-01-12 11:24:05 /dashboard/new_users/date .................... ~ 0.48ms
  2026-01-12 11:24:05 /assets/css/app.css .......................... ~ 0.40ms
  2026-01-12 11:24:05 /assets/images/logo.png ...................... ~ 0.31ms
  2026-01-12 11:24:05 /favicon.ico ................................. ~ 0.33ms
  2026-01-12 11:24:06 /dashboard/inactive_users/date ............... ~ 0.39ms
  2026-01-12 11:24:06 /assets/css/app.css .......................... ~ 0.23ms
  2026-01-12 11:24:06 /assets/images/logo.png ...................... ~ 0.24ms
  2026-01-12 11:24:06 /favicon.ico ................................. ~ 0.22ms
  2026-01-12 11:24:06 /dashboard/payments/date ................... ~ 500.84ms
  2026-01-12 11:24:06 /assets/css/app.css .......................... ~ 0.24ms
  2026-01-12 11:24:06 /assets/images/logo.png ...................... ~ 0.22ms
  2026-01-12 11:24:06 /favicon.ico ................................. ~ 0.25ms
  2026-01-12 11:24:07 /dashboard/inactive_users/date ............... ~ 7.59ms
  2026-01-12 11:24:07 /assets/css/app.css .......................... ~ 0.31ms
  2026-01-12 11:24:07 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-12 11:24:07 /favicon.ico ................................. ~ 0.33ms
  2026-01-12 11:24:10 /dashboard/inactive_users ........................ ~ 1s
  2026-01-12 11:24:10 /assets/css/app.css .............................. ~ 1s
  2026-01-12 11:24:11 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-12 11:24:11 /favicon.ico ................................. ~ 0.27ms
  2026-01-12 11:24:13 /dashboard/inactive_users/date ............... ~ 0.46ms
  2026-01-12 11:24:13 /assets/css/app.css .......................... ~ 0.32ms
  2026-01-12 11:24:13 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-12 11:24:13 /favicon.ico ................................. ~ 0.32ms
  2026-01-12 11:24:17 /dashboard/inactive_users ........................ ~ 1s
  2026-01-12 11:24:17 /assets/css/app.css .............................. ~ 1s
  2026-01-12 11:24:18 /assets/images/logo.png ...................... ~ 0.19ms
  2026-01-12 11:24:18 /favicon.ico ................................. ~ 0.20ms
  2026-01-12 11:24:18 /dashboard/payments/date ................... ~ 500.86ms
  2026-01-12 11:24:19 /assets/css/app.css .......................... ~ 0.29ms
  2026-01-12 11:24:19 /assets/images/logo.png ...................... ~ 0.29ms
  2026-01-12 11:24:19 /favicon.ico ................................. ~ 0.30ms
  2026-01-12 11:24:22 /dashboard/payments ........................ ~ 500.92ms
  2026-01-12 11:24:22 /assets/css/app.css ........................ ~ 515.05ms
  2026-01-12 11:24:23 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-12 11:24:23 /favicon.ico ................................. ~ 0.52ms
  2026-01-12 11:24:29 /dashboard ....................................... ~ 4s
  2026-01-12 11:24:34 /assets/css/app.css .......................... ~ 0.35ms
  2026-01-12 11:24:34 /assets/images/logo.png ...................... ~ 0.27ms
  2026-01-12 11:24:34 /favicon.ico ................................. ~ 0.24ms
  2026-01-12 11:25:14 /dashboard ....................................... ~ 8s
  2026-01-12 11:25:23 /assets/css/app.css .......................... ~ 0.32ms
  2026-01-12 11:25:23 /assets/images/logo.png ...................... ~ 0.29ms
  2026-01-12 11:25:23 /favicon.ico ................................. ~ 0.23ms
  2026-01-12 11:25:33 /dashboard ....................................... ~ 5s
  2026-01-12 11:25:39 /assets/css/app.css .......................... ~ 0.32ms
  2026-01-12 11:25:39 /assets/images/logo.png ...................... ~ 0.28ms
  2026-01-12 11:25:39 /favicon.ico ................................. ~ 0.31ms
  2026-01-12 11:25:46 /dashboard ....................................... ~ 4s
  2026-01-12 11:25:51 /assets/css/app.css .......................... ~ 0.26ms
  2026-01-12 11:25:51 /assets/images/logo.png ...................... ~ 0.27ms
  2026-01-12 11:25:51 /favicon.ico ................................. ~ 0.23ms
  2026-01-12 11:27:09 /dashboard/new_users/date .................. ~ 500.99ms
  2026-01-12 11:27:09 /assets/css/app.css .......................... ~ 0.33ms
  2026-01-12 11:27:09 /assets/images/logo.png ...................... ~ 0.31ms
  2026-01-12 11:27:09 /favicon.ico ................................. ~ 0.31ms
  2026-01-12 11:27:18 /dashboard/new_users ............................. ~ 1s
  2026-01-12 11:27:19 /assets/css/app.css .......................... ~ 0.21ms
  2026-01-12 11:27:19 /assets/images/logo.png ...................... ~ 0.20ms
  2026-01-12 11:27:19 /favicon.ico ................................. ~ 0.21ms
  2026-01-12 11:35:30 .................................................. ~ 1m
  2026-01-12 11:38:56 /dashboard/payments .............................. ~ 1s
  2026-01-12 11:38:57 /assets/css/app.css .......................... ~ 0.32ms
  2026-01-12 11:38:57 /assets/images/logo.png ...................... ~ 0.32ms
  2026-01-13 15:46:00 ................................................. ~ 39s
  2026-01-14 10:06:24 /dashboard/payments/date ..................... ~ 0.62ms
  2026-01-14 10:06:24 / ................................................ ~ 9s
  2026-01-14 10:06:33 /dashboard ................................... ~ 0.25ms
  2026-01-14 10:06:33 /login ..................................... ~ 500.71ms
  2026-01-14 10:06:33 /assets/css/app.css .......................... ~ 0.22ms
  2026-01-14 10:06:33 /assets/images/logo.png ...................... ~ 9.95ms
  2026-01-14 10:06:34 /favicon.ico ................................. ~ 0.31ms
  2026-01-14 10:12:03 /login ..................................... ~ 501.02ms
  2026-01-14 10:12:04 /dashboard ....................................... ~ 5s
  2026-01-14 10:12:09 /assets/css/app.css .......................... ~ 0.33ms
  2026-01-14 10:12:09 /assets/images/logo.png ..................... ~ 15.93ms
  2026-01-14 10:12:09 /favicon.ico ................................. ~ 0.23ms
  2026-01-14 10:12:16 /dashboard/inactive_users/date ............... ~ 0.55ms
  2026-01-14 10:12:17 /assets/css/app.css .......................... ~ 0.34ms
  2026-01-14 10:12:17 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-14 10:12:17 /favicon.ico ................................. ~ 0.31ms
  2026-01-14 10:12:18 /dashboard/inactive_users ........................ ~ 1s
  2026-01-14 10:12:19 /assets/css/app.css .......................... ~ 0.32ms
  2026-01-14 10:12:19 /assets/images/logo.png ...................... ~ 0.34ms
  2026-01-14 10:12:19 /favicon.ico ................................. ~ 0.30ms
  2026-01-14 10:15:30 /dashboard ....................................... ~ 5s
  2026-01-14 10:15:35 /assets/css/app.css .......................... ~ 0.28ms
  2026-01-14 10:15:35 /assets/images/logo.png ...................... ~ 0.23ms
  2026-01-14 10:15:35 /favicon.ico ................................. ~ 0.19ms
  2026-01-14 10:35:07 .................................................. ~ 1s
